Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
7679,Yeat ,Rackz got më,2,0.0,95,0,336821,573032
7680,A$AP Rocky ,Rich Nigga Problems,2,0.0,60,0,351808,572592
7681,Lil Peep ,IDGAF,2,0.0,121,0,344437,572396
7682,KYLE ,Money Now,2,0.0,96,0,327989,571997
7683,Don Toliver ,Swangin’ On Westheimer,2,0.0,66,0,349104,571973
7684,Future ,Keep Quiet,3,0.0,154,0,223641,571913
7685,One Direction ,Illusion,8,0.0,92,0,89586,571306
7686,$uicideboy$ ,Resistance Is Useless,2,0.0,95,0,326455,571250
7687,Mary J. Blige ,Family Affair,2,0.0,81,0,321800,571127
7688,Jack Johnson ,Banana Pancakes,8,0.0,133,0,94927,571005
7689,The 1975 ,Sincerity Is Scary,2,0.0,160,0,304414,570993
7690,Lil Baby ,FR,2,0.0,107,0,331115,570975
7691,Offset ,Quarter Milli,2,0.0,135,0,328937,570645
7692,Kygo ,Woke Up in Love,2,0.0,86,0,340923,570473
7693,Steve Lacy ,Amber,2,0.0,72,0,344100,569970
7694,Drake ,Heat Of The Moment,2,0.0,91,0,348985,569740
7695,$uicideboy$ ,Eulogy,2,0.0,105,0,313205,569647
7696,Pop Smoke ,Good News,1,0.0,44,0,569629,569629
7697,Future ,HATE THE REAL ME,2,0.0,104,0,328722,569569
7698,Charlie Puth ,Loser,2,0.0,77,0,336209,569224
7699,Future ,Baptiize,2,0.0,127,0,330198,568927
7700,Mac Miller ,Angel Dust,2,0.0,77,0,357294,568897
7701,Gorillaz ,Tranz,2,0.0,95,0,345913,568381
7702,Big Sean ,Don Life,2,0.0,102,0,341615,567858
7703,Lil Pump ,What U Sayin',2,0.0,79,0,362764,567555
7704,Lauv ,Changes,2,0.0,92,0,340478,567126
7705,Imagine Dragons ,I’m So Sorry,7,0.0,89,0,116568,566869
7706,NF ,PRIDEFUL,2,0.0,105,0,324985,566644
7707,2 Chainz ,2 Dollar Bill,2,0.0,133,0,338747,566408
7708,Drake ,Successful,2,0.0,120,0,328646,566354
7709,Big Sean ,Even The Odds (& Metro Boomin),2,0.0,105,0,310934,565602
7710,BTS ,Stay Gold,2,0.0,75,0,342023,565520
7711,Rod Wave ,Thief In The Night,2,0.0,87,0,327104,565368
7712,Lil Wayne ,Life Of Mr. Carter,2,0.0,123,0,313752,565248
7713,Steve Lacy ,Give You the World,2,0.0,81,0,331821,565146
7714,The Beatles ,Help!  Remastered,4,0.0,82,0,193946,565064
7715,Drake ,Houstatlantavegas,2,0.0,112,0,342292,564651
7716,Lil Baby ,Rich Off Pain,2,0.0,103,0,317571,564574
7717,Kehlani ,Nunya,2,0.0,144,0,315847,564513
7718,Playboi Carti ,Choppa Won't Miss,2,0.0,110,0,351819,563511
7719,NAV ,Interstellar,2,0.0,96,0,330047,562934
7720,Fiona Apple ,Fetch The Bolt Cutters,2,0.0,106,0,304241,562933
7721,Zach Bryan ,Starved,2,0.0,125,0,287294,562840
7722,Tee Grizzley ,Bitches On Bitches,2,0.0,134,0,315312,562817
7723,Gucci Mane ,Mall,2,0.0,122,0,291521,562617
7724,ZAYN ,MiNd Of MiNdd (Intro),4,0.0,80,0,218812,562279
7725,John Mayer ,You're Gonna Live Forever in Me,3,0.0,96,0,241767,562233
7726,Troye Sivan ,Take Yourself Home,2,0.0,77,0,347254,561544
7727,Lana Del Rey ,The Next Best American Record,2,0.0,127,0,316388,561504
7728,Austyn Johnson ,A Million Dreams (Reprise),3,0.0,172,0,193675,561303
7729,Offset ,Don't Lose Me,2,0.0,143,0,316385,561222
7730,Big Sean ,In Tune (& Metro Boomin),2,0.0,100,0,316431,559954
7731,The Chainsmokers ,iPad,2,0.0,80,0,333085,559647
7732,Fetty Wap ,D.A.M.,6,0.0,154,0,97561,559587
7733,Rick Ross ,Act a Fool,2,0.0,95,0,333488,559393
7734,YoungBoy Never Broke Again ,Bad Bad,2,0.0,139,0,309270,559368
7735,Taylor Swift ,right where you left me  bonus track,2,0.0,101,0,331312,558465
7736,Logic ,Call Me,2,0.0,115,0,284098,558094
7737,Leon Bridges ,Coming Home,3,0.0,159,0,241056,558008
7738,Rod Wave ,Ribbon In The Sky,2,0.0,85,0,329735,557792
7739,Kacey Musgraves ,Biscuits,6,0.0,108,0,111619,557788
7740,Anuel AA ,Ferrari,2,0.0,112,0,306725,557702
7741,Tiësto ,Summer Nights,4,0.0,97,0,207511,557495
7742,The Clash ,Should I Stay or Should I Go  Remastered,3,0.0,172,0,214878,557283
7743,Russ ,"Losin Control, Pt. 2",2,0.0,111,0,326802,557115
7744,Meat Loaf ,Paradise By the Dashboard Light,2,0.0,77,0,335231,557029
7745,Summer Walker ,Ciara's Prayer,2,0.0,81,0,340495,556861
7746,NAV ,Friends & Family,2,0.0,103,0,303679,556387
7747,G,Eazy  Love Is Gone,2,0.0,99,0,330634,556210
7748,NAV ,Playa,2,0.0,98,0,325599,556194
7749,Who Is Fancy ,Goodbye,7,0.0,107,0,106415,556149
7750,Lil Durk ,Lion Eyes,2,0.0,134,0,291756,555596
7751,DJ Snake ,SG,2,0.0,68,0,337387,555128
7752,Logic ,My Way,2,0.0,122,0,299595,554806
7753,Lil Wayne ,Sights And Silencers (ft. The Dream),2,0.0,157,0,291527,554768
7754,Juice WRLD ,I'm Still,2,0.0,120,0,342241,554625
7755,Conan Gray ,Jigsaw,2,0.0,80,0,327937,554524
7756,Coldplay ,Fix You,5,0.0,62,0,192343,554225
7757,Rod Wave ,Pray 4 Love,2,0.0,84,0,333538,554111
7758,Yeah Yeah Yeahs ,Heads Will Roll  ATrak Remix,2,0.0,92,0,277059,553581
7759,iann dior ,Pretty Girls,2,0.0,80,0,326976,553533
7760,Halsey ,Control,6,0.0,144,0,97164,553261
7761,ROSÉ ,Gone,2,0.0,84,0,326889,553172
7762,YoungBoy Never Broke Again ,Callin,2,0.0,126,0,279286,551967
7763,Aminé ,NEO,2,0.0,83,0,339704,551682
7764,Meek Mill ,Cold Hearted,5,0.0,79,0,142100,551331
7765,Meek Mill ,Wit The Shits (W.T.S),2,0.0,175,0,277732,551264
7766,Madden ,Golden Light,4,0.0,102,0,191509,550744
7767,Agust D ,What do you think?,2,0.0,97,0,328169,550670
7768,Linkin Park ,Good Goodbye,2,0.0,77,0,362741,550519
7769,A Tribe Called Quest ,Enough!!,4,0.0,160,0,148272,550513
7770,Shawn Mendes ,Perfectly Wrong,2,0.0,138,0,315905,550509
7771,G,Eazy  Down,2,0.0,120,0,314640,550426
7772,DRAM ,Gilligan,3,0.0,173,0,185154,550348
7773,Giveon ,Lost Me,2,0.0,132,0,304374,550178
7774,Jay Electronica ,The Blinding feat. Travis Scott,2,0.0,159,0,285938,549712
7775,Sia ,Together,2,0.0,98,0,324627,549543
7776,Ryan Adams ,Bad Blood,4,0.0,53,0,185497,549330
7777,Quality Control ,Too Hotty,3,0.0,186,0,185043,549078
7778,Snoop Dogg ,Gin N Juice,2,0.0,100,0,297093,549033
7779,ODESZA ,The Last Goodbye,2,0.0,109,0,314009,548813
7780,Trippie Redd ,Me Likey,2,0.0,120,0,307185,548680
7781,Megan Thee Stallion ,NDA,2,0.0,114,0,293148,548588
7782,ZAYN ,INTERMISSION: fLoWer,4,0.0,92,0,205433,548183
7783,Avril Lavigne ,Dumb Blonde,2,0.0,127,0,317405,547891
7784,Mac Miller ,People Under The Stairs,2,0.0,90,0,312694,547881
7785,Stray Kids ,CASE 143,2,0.0,97,0,316006,547846
7786,The Beatles ,Love Me Do  Remastered,4,0.0,83,0,193171,547735
7787,Big Sean ,What A Life,2,0.0,91,0,295727,547673
7788,Diplo ,Heartless,2,0.0,166,0,282008,546598
7789,Cordae ,Chronicles,2,0.0,86,0,330337,546507
7790,Michael Bublé ,Home,2,0.0,104,0,313103,546483
7791,Selena Gomez ,Dámelo To’,2,0.0,82,0,327194,546352
7792,Kesha ,Let 'Em Talk,2,0.0,59,0,356120,546259
7793,NLE Choppa ,Make Em Say,2,0.0,124,0,304770,546074
7794,Demi Lovato ,I'll Be Home For Christmas  Recorded at Spotify Studios NYC,2,0.0,139,0,282786,545886
7795,Gucci Mane ,Peepin out the Blinds,2,0.0,108,0,317664,545388
7796,Conan Gray ,Wish You Were Sober,2,0.0,106,0,313235,544651
7797,Imagine Dragons ,Sharks,2,0.0,126,0,308311,544580
7798,HAIM ,Want You Back,2,0.0,89,0,347227,544538
7799,DJ Khaled ,Big Boy Talk,2,0.0,118,0,318077,544398
7800,Don Toliver ,2AM,2,0.0,75,0,327781,544295
7801,Mac Miller ,Diablo,2,0.0,99,0,313289,544051
7802,Moneybagg Yo ,Say Na,2,0.0,118,0,308632,543967
7803,David Bowie ,Starman  2012 Remastered Version,3,0.0,60,0,223988,542691
7804,Tory Lanez ,Accidents Happen,2,0.0,76,0,330233,542558
7805,DMX ,What's My Name,2,0.0,125,0,292374,542315
7806,Kodak Black ,Day for Day,3,0.0,144,0,210535,542153
7807,Rich The Kid ,Red,2,0.0,192,0,284415,542126
7808,Ed Sheeran ,The Joker And The Queen,2,0.0,76,0,325567,541720
7809,Kenny Chesney ,Happy Does,2,0.0,120,0,289211,541371
7810,Dua Lipa ,Boys Will Be Boys,2,0.0,114,0,307485,541335
7811,Megan Thee Stallion ,Go Crazy,2,0.0,110,0,307885,541257
7812,Sam Smith ,"River  Recorded At RAK Studios, London",2,0.0,134,0,286062,540859
7813,KAROL G ,LOCATION,2,0.0,94,0,295941,540445
7814,Lil Baby ,Russian Roulette,2,0.0,125,0,307083,540389
7815,Daft Punk ,Harder Better Faster Stronger,2,0.0,72,0,306306,540334
7816,Young Thug ,Scoliosis,2,0.0,96,0,315959,539804
7817,Future ,Maybach,5,0.0,173,0,114681,539532
7818,Russ ,SMALL TALK,2,0.0,90,0,313165,538242
7819,The Lumineers ,Gloria,2,0.0,150,0,275098,537896
7820,JORDY23 ,DopeBoyFlex,2,0.0,118,0,271494,537649
7821,Bryson Tiller ,Teach Me a Lesson,2,0.0,96,0,316175,537574
7822,Lil Wayne ,Piano Trap,2,0.0,157,0,268986,537427
7823,SZA ,Percolator,2,0.0,156,0,277358,537161
7824,Romeo Santos ,El Pañuelo,2,0.0,141,0,289086,537089
7825,Kane Brown ,Last Time I Say Sorry,2,0.0,110,0,310692,536972
7826,Lil Durk ,Golden Child,2,0.0,96,0,315525,535336
7827,Central Cee ,LET GO,2,0.0,165,0,268730,535155
7828,Young Thug ,Road Rage,2,0.0,94,0,320017,534603
7829,Kygo ,Dancing Feet,2,0.0,91,0,308903,534517
7830,Young Thug ,Cartier Gucci Scarf,2,0.0,113,0,305297,534068
7831,Lauv ,Love Somebody,2,0.0,81,0,325250,533562
7832,Iggy Azalea ,Work,10,0.0,88,0,86730,533427
7833,Run The Jewels ,never look back,2,0.0,96,0,282946,533152
7834,LANY ,Thru These Tears,2,0.0,91,0,328112,532484
7835,The Lumineers ,Gun Song,4,0.0,118,0,157545,532392
7836,Megan Thee Stallion ,Work That,2,0.0,116,0,300393,532319
7837,$uicideboy$ ,Unlucky Me,2,0.0,129,0,290340,531485
7838,Russ ,3AM,2,0.0,110,0,311561,531450
7839,Mitski ,Love Me More,2,0.0,96,0,308503,531384
7840,Maren Morris ,Circles Around This Town,2,0.0,111,0,297548,530953
7841,Rae Sremmurd ,Perplexing Pegasus,2,0.0,120,0,314176,530595
7842,SZA ,Miles,2,0.0,154,0,270356,530533
7843,YNW Melly ,I Ain't Lying,2,0.0,130,0,303233,530251
7844,Tony DeSare ,I'll Be Home for Christmas,2,0.0,69,0,334999,529832
7845,2 Chainz ,Save Me,2,0.0,108,0,300483,529495
7846,Joji ,WANTED U,2,0.0,113,0,320892,529328
7847,Kevin Gates ,Hard For,5,0.0,179,0,113796,529263
7848,6ix9ine ,93,2,0.0,99,0,324636,528387
7849,Logic ,Paradise,5,0.0,144,0,126459,528380
7850,Tove Lo ,Influence,3,0.0,92,0,238333,528162
7851,Bad Bunny ,Tenemos Que Hablar,2,0.0,171,0,306166,527802
7852,Red Hot Chili Peppers ,Under The Bridge,4,0.0,127,0,207181,527793
7853,Lil Monet ,Blueberry Fergo,2,0.0,150,0,270856,527641
7854,Lil Tecca ,IDK,2,0.0,138,0,289342,527322
7855,A$AP Mob ,Perry Aye,2,0.0,102,0,318711,526768
7856,Anderson .Paak ,Who R U?,2,0.0,115,0,299208,526170
7857,$uicideboy$ ,WE ENVY NOTHING IN THE WORLD.,2,0.0,98,0,301183,525175
7858,Linkin Park ,Breaking The Habit,2,0.0,85,0,343813,524991
7859,Karinah ,No Fim do Mundo,2,0.0,93,0,317104,524978
7860,Jimin ,With You,2,0.0,92,0,286132,524568
7861,Lil Tecca ,Fallin,2,0.0,110,0,291439,524202
7862,Lil Yachty ,love me forever,2,0.0,109,0,325013,523809
7863,Lil Durk ,No Interviews,2,0.0,126,0,287292,523689
7864,Bo Burnham ,30,2,0.0,142,0,280034,523071
7865,Los Del Limit ,Siendo Sincero,2,0.0,143,0,275489,522759
7866,YG ,Blood Walk,2,0.0,147,0,280437,522716
7867,Imagine Dragons ,Zero,2,0.0,153,0,289819,522504
7868,Tory Lanez ,The Trade,2,0.0,106,0,305112,522306
7869,The Strokes ,Selfless,2,0.0,89,0,306583,522237
7870,LE SSERAFIM ,ANTIFRAGILE,2,0.0,141,0,270462,522228
7871,Andrew Andraos ,Ave Maria,2,0.0,80,0,313296,522175
7872,T.I. ,New National Anthem,8,0.0,97,0,83648,522110
7873,Coldplay ,The Scientist,4,0.0,71,0,183778,521994
7874,A Boogie Wit da Hoodie ,Last Time,1,0.0,84,0,521951,521951
7875,Julia Michaels ,Anxiety,2,0.0,127,0,312804,521180
7876,Usher ,Yeah,4,0.0,95,0,168773,521176
7877,Lil Wayne ,Bastard (Satan's Kid),2,0.0,178,0,264843,520905
7878,Young Thug ,Check,7,0.0,164,0,79987,520840
7879,ZAYN ,lUcOzAdE,4,0.0,112,0,178982,520565
7880,Luke Combs ,South On Ya,2,0.0,90,0,317985,520547
7881,Lennon Stella ,Summer Feelings,2,0.0,144,0,277775,520419
7882,Mac Miller ,The Scoop On Heaven,2,0.0,114,0,288973,519730
7883,Logic ,Stainless,4,0.0,115,0,146612,519460
7884,Future ,In Her Mouth,5,0.0,179,0,111965,519138
7885,TW3LVE ,"Look at Me, Don't Look at Me",1,0.0,46,0,518359,518359
7886,Lainey Wilson ,Heart Like A Truck,2,0.0,176,0,263929,518312
7887,ZAYN ,tRuTh,4,0.0,111,0,181103,518172
7888,Yo Gotti ,Drop,2,0.0,116,0,288821,517646
7889,Chris Brown ,Iffy,2,0.0,120,0,294359,517400
7890,Ty Dolla $ign ,3 Wayz,4,0.0,186,0,133605,516212
7891,Mac Miller ,Willie Dynamite,2,0.0,108,0,291823,515894
7892,David Bowie ,Rebel Rebel  1999 Remastered Version,3,0.0,61,0,217645,515785
7893,$uicideboy$ ,Ugliest,2,0.0,117,0,275909,515684
7894,Gucci Mane ,Rich Ass Junkie,2,0.0,116,0,297565,515031
7895,Florida Georgia Line ,Second Guessing,2,0.0,123,0,292150,514436
7896,Chlöe ,Treat Me,2,0.0,123,0,289618,514392
7897,BTS ,Film out,2,0.0,97,0,303260,514331
7898,Avril Lavigne ,Bite Me,2,0.0,140,0,281671,514115
7899,DJ Drama ,Wishing,4,0.0,149,0,136065,513964
7900,Isaiah Rashad ,All Herb,2,0.0,106,0,297569,513949
7901,YoungBoy Never Broke Again ,Time I'm On,2,0.0,127,0,296771,513832
7902,Zach Bryan ,Summertime Blues,2,0.0,142,0,272172,513278
7903,Isaiah Rashad ,Hey Mista,2,0.0,108,0,292646,512554
7904,Shawn Mendes ,When You're Ready,2,0.0,151,0,295918,512382
7905,Marian Hill ,Down,3,0.0,173,0,177163,511396
7906,TOMORROW X TOGETHER ,Good Boy Gone Bad,2,0.0,146,0,264779,510796
7907,Drake ,November 18th,2,0.0,149,0,291635,510774
7908,Otis Redding ,(Sittin' On) the Dock of the Bay,2,0.0,127,0,286129,510701
7909,Doris Day ,Frosty the Snowman,2,0.0,73,0,321250,510687
7910,Santana ,Black Magic Woman  Single Version,2,0.0,115,0,306229,510648
7911,Vampire Weekend ,2021,2,0.0,155,0,278822,510452
7912,Bryson Tiller ,Set It Off,2,0.0,108,0,289098,510159
7913,blink,182  I Really Wish I Hated You,2,0.0,141,0,269948,509830
7914,Glee Cast ,"Baby, It's Cold Outside (Glee Cast Version)",3,0.0,100,0,221193,509661
7915,Lil Wayne ,A Milli,2,0.0,145,0,290548,509585
7916,NF ,Hate Myself,2,0.0,150,0,286213,509524
7917,Rvssian ,No Me Ame,2,0.0,117,0,293147,509416
7918,Fall Out Boy ,Novocaine,7,0.0,99,0,91499,509395
7919,Kid Cudi ,Swim In The Light,2,0.0,70,0,303034,509291
7920,Creedence Clearwater Revival ,Bad Moon Rising,2,0.0,118,0,272385,509267
7921,NAV ,Know Me,2,0.0,169,0,256657,508600
7922,Lil Mosey ,Try Me,2,0.0,121,0,277453,507497
7923,Zach Bryan ,Sun to Me,2,0.0,191,0,255548,507117
7924,Big Sean ,Reason (& Metro Boomin),2,0.0,125,0,283756,506580
7925,Common ,Glory (From the Motion Picture Selma),6,0.0,70,0,125161,506554
7926,townhall ,We Strugglin',2,0.0,95,0,258699,506289
7927,BTS ,Trivia 起 : Just Dance,2,0.0,118,0,298911,506203
7928,ROSALÍA ,CANDY,2,0.0,118,0,284341,505996
7929,YG ,666,2,0.0,132,0,279972,505942
7930,Bruno Mars ,Treasure,7,0.0,110,0,93644,505898
7931,Ast3p ,Close To Me,2,0.0,109,0,266130,505884
7932,A Boogie Wit da Hoodie ,Food for Thought,1,0.0,91,0,505636,505636
7933,Bo Burnham ,Problematic,2,0.0,157,0,270087,505549
7934,Baxuz ,Future,2,0.0,110,0,265334,505530
7935,Bryson Tiller ,Money Problems / Benz Truck,2,0.0,109,0,288495,505442
7936,Bo Burnham ,How the World Works,2,0.0,150,0,267515,505355
7937,Harry Belafonte ,Mary's Boy Child,1,0.0,133,0,505346,505346
7938,Summer Walker ,Potential,2,0.0,137,0,290536,504691
7939,Future ,Massage In My Room,2,0.0,98,0,285871,504564
7940,Childish Gambino ,35.31,2,0.0,135,0,252269,504125
7941,Adele ,Rumour Has It,4,0.0,189,0,242617,504059
7942,Mitski ,The Only Heartbreaker,2,0.0,120,0,277630,504001
7943,Gucci Mane ,Shit Crazy,2,0.0,128,0,265509,503781
7944,YBN Nahmir ,2 Seater,2,0.0,133,0,279229,503447
7945,Quinn XCII ,My Wife & 2 Dogs,2,0.0,125,0,263888,503304
7946,Vance Joy ,Lay It On Me,2,0.0,89,0,280519,502901
7947,Troye Sivan ,Bloom,2,0.0,151,0,271473,502864
7948,2 Chainz ,Quarantine Thick,2,0.0,131,0,272136,502481
7949,King Von ,"Crazy Story, Pt. 3",2,0.0,130,0,270606,502462
7950,Tyga ,Sunshine,2,0.0,159,0,266270,502416
7951,CHVRCHES ,Leave A Trace,5,0.0,90,0,124272,502331
7952,Thomas Rhett ,Grave,2,0.0,77,0,294811,501788
7953,Jax Jones ,Instruction,3,0.0,191,0,170286,501559
7954,Nicki Minaj ,Run & Hide,2,0.0,132,0,274854,501210
7955,$uicideboy$ ,Bleach,2,0.0,109,0,283401,501026
7956,Key Glock ,Something Bout Me,2,0.0,124,0,275538,500713
7957,Selena Gomez ,Camouflage,5,0.0,118,0,129205,500711
7958,Lovejoy ,The Fall,2,0.0,117,0,297992,500708
7959,Rich The Kid ,Two Cups,2,0.0,158,0,272074,500106
7960,ZAYN ,SHE DON'T LOVE ME,4,0.0,115,0,169255,499774
7961,Future ,Flip,2,0.0,102,0,282426,499536
7962,Fall Out Boy ,Church,2,0.0,115,0,270177,498922
7963,Isaiah Rashad ,True Story,2,0.0,119,0,283493,498895
7964,Conan Gray ,Astronomy,2,0.0,113,0,281454,498735
7965,Kacey Musgraves ,Slow Burn,2,0.0,144,0,266986,498356
7966,Lil Pump ,Youngest Flexer,2,0.0,97,0,321392,497504
7967,Cole Swindell ,Middle of a Memory,4,0.0,193,0,127688,497363
7968,6LACK ,Disconnect,2,0.0,142,0,280603,497220
7969,Bo Burnham ,White Woman’s Instagram,2,0.0,167,0,268673,497050
7970,Dreamville ,Got Me,2,0.0,133,0,260477,496664
7971,Gorillaz ,Charger,2,0.0,100,0,298906,496633
7972,Marilyn Manson ,This is Halloween  Pop Version,2,0.0,163,0,259645,496339
7973,a,ha  Take on Me,6,0.0,136,0,105189,495422
7974,DaBaby ,Neighborhood Superstar,2,0.0,161,0,264700,495104
7975,Ariana Grande ,The Way,2,0.0,109,0,306325,494998
7976,$uicideboy$ ,Lighting the Flames of My Own Personal Hell,2,0.0,107,0,286649,494642
7977,The Carters ,SUMMER,2,0.0,152,0,259126,494118
7978,Glass Animals ,Dreamland,2,0.0,159,0,263115,494006
7979,Meek Mill ,Hot,2,0.0,113,0,278631,493252
7980,Empire of the Sun ,Walking On A Dream,3,0.0,88,0,218053,492881
7981,Young Thug ,Real In My Veins,2,0.0,141,0,252133,492815
7982,Rick Ross ,I Think She Like Me,3,0.0,172,0,170439,492203
7983,Hilary Duff ,All About You,9,0.0,127,0,66828,492110
7984,A$AP Mob ,Walk On Water,2,0.0,122,0,275469,492000
7985,Gucci Mane ,Both Sides,2,0.0,141,0,264517,491686
7986,Imagine Dragons ,It's Time,10,0.0,177,0,55527,491506
7987,Fiona Apple ,Under The Table,2,0.0,140,0,264842,491367
7988,Florida Georgia Line ,Women,2,0.0,178,0,249983,491349
7989,Fetty Wap ,Sweet Yamz,2,0.0,159,0,250358,491067
7990,Gryffin ,Hold You Tonight,2,0.0,97,0,291521,490545
7991,Paul Simon ,Me and Julio Down by the Schoolyard,2,0.0,102,0,338526,490234
7992,Lady Gaga ,I'll Never Love Again  Film Version,2,0.0,154,0,289987,489927
7993,Wiz Khalifa ,Gin and Drugs,2,0.0,160,0,270518,488965
7994,Tyga ,Hookah,10,0.0,153,0,53791,488881
7995,Blueface ,First Class,2,0.0,145,0,257632,488780
7996,Marian Hill ,Got It,7,0.0,109,0,85500,488335
7997,Calvin Harris ,Feel So Close,2,0.0,80,0,318906,488300
7998,BTS ,I'm Fine,2,0.0,138,0,278237,488109
7999,Oasis ,Wonderwall  Remastered,3,0.0,181,0,183009,487806
8000,Nicki Minaj ,Four Door Aventador,7,0.0,107,0,95529,487712
8001,Cheat Codes ,Put Me Back Together,2,0.0,113,0,291356,487692
8002,Bo Burnham ,Don't Wanna Know,2,0.0,171,0,258735,487450
8003,J Balvin ,Blanco,2,0.0,155,0,252372,487158
8004,Pop Smoke ,Christopher Walking,2,0.0,177,0,247997,487113
8005,Moneybagg Yo ,Scorpio,2,0.0,114,0,270197,486969
8006,Bo Burnham ,FaceTime with my Mom (Tonight),2,0.0,178,0,259266,486112
8007,Sublime ,What I Got,3,0.0,109,0,325570,485686
8008,Bo Burnham ,Unpaid Intern,2,0.0,159,0,251404,485367
8009,Diana Krall ,Jingle Bells,4,0.0,81,0,187447,485299
8010,Vince Staples ,LAW OF AVERAGES,2,0.0,131,0,259582,485202
8011,Cordae ,Wassup,2,0.0,112,0,268742,484897
8012,Summer Walker ,Fun Girl,2,0.0,151,0,268810,483812
8013,Lil Tecca ,Sidenote,2,0.0,193,0,255900,482992
8014,Wiz Khalifa ,Still Wiz,2,0.0,118,0,264464,482888
8015,Childish Gambino ,32.22,2,0.0,138,0,250131,482404
8016,DJ Khaled ,I Can't Even Lie,2,0.0,92,0,292434,482319
8017,Kanye West ,Nah Nah Nah,2,0.0,100,0,283431,482058
8018,Gucci Mane ,Tootsies,2,0.0,163,0,257243,482041
8019,Justin Timberlake ,Breeze Off the Pond,2,0.0,111,0,285331,481348
8020,Isaiah Rashad ,Score,2,0.0,136,0,272098,481147
8021,Joyner Lucas ,Ye Not Crazy,2,0.0,172,0,259778,480662
8022,Bazzi ,3:15,2,0.0,123,0,291028,479813
8023,ABBA ,Dancing Queen,2,0.0,124,0,265040,478933
8024,JENNIE ,SOLO,2,0.0,150,0,265917,478408
8025,TWICE ,Feel Special,2,0.0,142,0,253128,478231
8026,2 Chainz ,Million Dollars Worth of Game,2,0.0,154,0,252688,477847
8027,The Beatles ,Yellow Submarine  Remastered,4,0.0,106,0,169976,476619
8028,Palisades ,Happy,9,0.0,155,0,62242,476587
8029,Ella Mai ,Whatchamacallit,2,0.0,150,0,268222,476494
8030,Wiz Khalifa ,High Today,2,0.0,128,0,255949,476474
8031,Bruce Springsteen ,Glory Days,2,0.0,132,0,259072,476170
8032,The Strokes ,Bad Decisions,2,0.0,120,0,270257,475720
8033,Jake Owen ,Barefoot Blue Jean Night,2,0.0,165,0,252023,475565
8034,blink,182  All The Small Things,5,0.0,116,0,152978,475321
8035,Chase Atlantic ,OHMAMI,2,0.0,155,0,258663,474701
8036,GAYLE ,abcdefu (angrier),2,0.0,163,0,240715,474313
8037,Run The Jewels ,the ground below,2,0.0,126,0,253133,472646
8038,DJ Khaled ,Down for Life,2,0.0,100,0,283145,472189
8039,Action Bronson ,Baby Blue,6,0.0,126,0,92895,471787
8040,Pitbull ,Messin' Around,4,0.0,183,0,124280,471389
8041,Marc E. Bassy ,Plot Twist,2,0.0,125,0,263970,471285
8042,DJ Khaled ,It's Secured,2,0.0,90,0,294876,470812
8043,Childish Gambino ,Les,2,0.0,191,0,235999,470561
8044,Drake ,The Language,10,0.0,164,0,54116,470462
8045,blink,182  No Future,3,0.0,116,0,203741,469917
8046,Joey Bada$$ ,FOR MY PEOPLE,2,0.0,106,0,282129,469429
8047,Jazmine Sullivan ,Girl Like Me,2,0.0,165,0,247411,469309
8048,A Boogie Wit da Hoodie ,Take Shots,1,0.0,100,0,469279,469279
8049,Camila Cabello ,Never Be the Same,2,0.0,157,0,262481,469109
8050,Olly Murs ,Kiss Me,5,0.0,154,0,101617,468626
8051,Rich The Kid ,Dead Friends,2,0.0,133,0,268534,468122
8052,Future ,Mink Flow,2,0.0,122,0,264339,467193
8053,Bing Crosby ,Frosty The Snowman  Remastered 2006,2,0.0,117,0,319401,467134
8054,Bazzi ,Honest,2,0.0,162,0,235991,466971
8055,The Weeknd ,The Hills  Remix,4,0.0,108,0,125779,466816
8056,Labrinth ,Forever,2,0.0,184,0,235524,466504
8057,David Nail ,Night's On Fire,4,0.0,185,0,120978,465974
8058,YoungBoy Never Broke Again ,Know Like I Know,2,0.0,153,0,250195,465166
8059,Gorillaz ,Busted and Blue,2,0.0,122,0,275219,464978
8060,Jessie J ,Sweet Talker,8,0.0,143,0,64118,463958
8061,Cheat Codes ,Sex (Cheat Codes X Kris Kross Amsterdam),4,0.0,159,0,122112,463852
8062,Neil Diamond ,Sweet Caroline,2,0.0,139,0,249494,463807
8063,Halsey ,Roman Holiday,5,0.0,145,0,97796,463731
8064,Ozuna ,Devuelveme,2,0.0,157,0,237990,463623
8065,YoungBoy Never Broke Again ,Murda,2,0.0,182,0,236094,463071
8066,Axwell /\ Ingrosso ,Sun Is Shining,5,0.0,98,0,115266,462649
8067,girl in red ,Serotonin,2,0.0,181,0,234400,462586
8068,A$AP Mob ,Blowin' Minds (Skateboard),2,0.0,121,0,275976,462418
8069,Josh Gad ,When I Am Older,2,0.0,170,0,235773,462385
8070,Iggy Azalea ,Heavy Crown,6,0.0,145,0,86534,462176
8071,John Mayer ,Helpless,2,0.0,91,0,294936,462020
8072,Chris Stapleton ,Cold,2,0.0,182,0,237178,461645
8073,A$AP Mob ,Feels So Good,2,0.0,137,0,260831,461393
8074,Dreamville ,PTSD,2,0.0,142,0,254110,461125
8075,Blackstreet ,No Diggity,4,0.0,115,0,164827,460976
8076,Sam Smith ,Not In That Way,6,0.0,107,0,97634,459755
8077,Logic ,Can I Kick It,2,0.0,153,0,244787,459055
